Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Address,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Transaction Description
81,Retiree,Low,Growth,$48699.46,"26232 Buchanan Inlet Apt. 180
Lake Laura, SC 90146",$86848.92,$16068.73,$17878.10,$18178.67,$5021.50,$7186.59,$34551.86,Auto Purchase,Retired,12,8.37%,approved,"$3517.85 spent at Jimenez, Sullivan and Jones on 2024-07-27"
25,Artist,High,Wealth Preservation,$47086.35,"01284 Melanie Throughway Suite 519
East Justin, AS 16869",$11158.77,$5502.93,$2209.97,$1481.19,$39.22,$3530.79,$40773.18,Auto Purchase,Employed,36,9.26%,approved,Purchase at Day and Sons for $139.84 on 2024-02-25
21,Retiree,High,Income Generation,$42838.87,"1937 Amber Junctions
South Arielburgh, PA 23210",$82776.09,$10151.56,$8621.61,$4940.92,$1339.63,$14029.98,$18104.90,Small Business,Employed,24,8.54%,approved,Purchase at Rich-Thompson for $2194.43 on 2024-08-05
35,Student,Medium,Growth,$85669.47,"846 Perry Burg Suite 646
New Ericaton, WI 56343",$100000.00,$41763.59,$13808.36,$21491.07,$2375.32,$5094.66,$29149.35,Debt Consolidation,Self-Employed,36,9.95%,pending,Unusual transaction at Young Inc for $4807.23
51,Teacher,High,Growth,$94217.00,"9315 Tony Garden Apt. 300
North Mathew, RI 79892",$94054.09,$28234.00,$6038.27,$7110.05,$1974.09,$4841.42,$40837.43,Small Business,Self-Employed,24,10.65%,approved,"Groceries transaction of $2922.42 at Young, Patrick and Grant"
73,Engineer,High,Wealth Preservation,$81834.77,"0158 Jacob Prairie
Lake Danaburgh, OK 82209",$93551.00,$10669.10,$13056.16,$9949.10,$1859.50,$4766.49,$49050.46,Debt Consolidation,Self-Employed,60,10.62%,approved,"Large amount of $707.13 spent at Bailey, Scott and Mays"
23,Retiree,Low,Speculation,$36790.81,"19528 Doyle Isle
Lake Loriside, IN 83093",$6643.56,$3141.41,$1012.40,$519.38,$19.90,$1163.78,$42451.01,Home Improvement,Employed,48,12.27%,pending,Purchase at Lambert PLC for $2433.01 on 2024-01-21
29,Doctor,Medium,Growth,$86965.18,"933 James Oval Suite 120
Garyview, NV 56825",$54096.73,$10158.75,$13474.52,$8565.65,$21.84,$9062.70,$50000.00,Medical Expenses,Retired,24,9.01%,approved,Purchase at Roman PLC for $1124.79 on 2024-08-13
75,Artist,High,Speculation,$60634.24,"79647 Andrew Point Apt. 624
New Patrick, MI 21659",$95256.45,$44727.25,$11534.44,$11286.71,$2010.54,$27387.35,$50000.00,Home Improvement,Retired,12,10.44%,approved,$2226.28 spent at Foley and Sons on 2024-06-05
30,Engineer,Low,Income Generation,$78336.95,"Unit 5185 Box 4152
DPO AP 47003",$72456.78,$8704.25,$5460.86,$7421.43,$674.56,$3748.78,$14900.70,Small Business,Employed,12,7.74%,approved,"Suspicious purchase of $731.22 at Harper, Jones and Hughes"
66,Student,Medium,Income Generation,$40754.60,"728 Barbara Island
South Jon, CA 77625",$27158.56,$11873.53,$6510.62,$6429.24,$1387.88,$3595.31,$50000.00,Home Improvement,Unemployed,24,10.97%,approved,$3566.92 spent at Mccarty-Ingram on 2024-06-11
56,Doctor,Low,Wealth Preservation,$28983.23,"2436 Curtis Station
South Megan, GU 42628",$55357.26,$15675.59,$13110.71,$4124.61,$310.67,$3232.55,$12035.06,Medical Expenses,Retired,36,8.09%,pending,"Fraudulent activity detected at Joyce, Lucero and Tran for $3424.46"
59,Artist,High,Income Generation,$80829.16,"73519 Price Green
New Michealtown, WA 02425",$100000.00,$40407.62,$15377.17,$6962.09,$1678.16,$8909.68,$50000.00,Debt Consolidation,Retired,12,12.52%,rejected,"Transaction at Wilson, Martinez and Kramer for $3262.76"
39,Teacher,Medium,Growth,$115085.46,"25443 Smith Mountain
Sharonmouth, SD 97312",$100000.00,$49579.65,$13057.39,$22151.38,$1683.00,$6877.58,$11838.87,Medical Expenses,Retired,60,5.96%,approved,"Entertainment transaction of $1144.38 at Taylor, Taylor and Arnold"
45,Teacher,Low,Speculation,$73020.84,"4104 Ross Ports Apt. 888
Jerryton, NV 40221",$100000.00,$30177.89,$7604.11,$17332.95,$1168.35,$9910.32,$26508.69,Home Improvement,Employed,12,10.59%,rejected,Large amount of $2188.49 spent at Wood-Wong
39,Lawyer,Medium,Wealth Preservation,$127698.31,"6186 Stewart Trail Apt. 115
Heathermouth, SC 18097",$82216.19,$17885.48,$6385.23,$17720.32,$4102.46,$14727.74,$50000.00,Medical Expenses,Self-Employed,12,10.84%,approved,$1512.51 spent at Henry Inc on 2024-04-07
73,Retiree,Medium,Income Generation,$92554.19,"13817 Hull Ways Suite 133
New Randy, MH 46487",$100000.00,$34870.48,$11804.96,$16276.84,$544.62,$10748.55,$19306.88,Small Business,Self-Employed,12,11.68%,pending,"Purchase at Chavez, Sutton and Kirk for $2979.01 on 2024-05-10"
75,Student,Low,Wealth Preservation,$78592.70,"451 Smith Plains
Sophialand, VT 86563",$9155.29,$1083.43,$1278.35,$2191.55,$197.97,$506.34,$50000.00,Small Business,Employed,36,10.77%,approved,Unusual transaction at White-Johnson for $1653.62
23,Lawyer,Medium,Wealth Preservation,$32325.94,"2582 Hernandez Islands Suite 784
South Melissa, NY 74867",$49852.58,$22677.70,$2762.37,$4822.97,$146.76,$3365.77,$27787.06,Small Business,Self-Employed,12,10.73%,rejected,$3509.11 debited for Bright and Sons purchase
69,Doctor,Low,Speculation,$94747.17,"192 John Vista Apt. 640
Port Denisechester, MS 43257",$100000.00,$39801.00,$8076.73,$21415.34,$3604.01,$6205.10,$22339.36,Small Business,Self-Employed,60,10.51%,rejected,"Purchase at Hahn, Turner and Zavala for $2929.47 on 2024-04-06"
57,Doctor,Medium,Speculation,$4097.18,"18656 Adams Island
Sarahton, DC 30753",$2623.88,$872.50,$565.47,$350.69,$57.81,$506.98,$5000.00,Auto Purchase,Employed,24,7.25%,rejected,Purchase at Davis-Page for $1311.99 on 2024-06-26
20,Doctor,High,Speculation,$85099.79,"5310 Jill Isle Suite 689
Gabriellastad, AL 47818",$100000.00,$33746.57,$19372.61,$7885.29,$831.64,$37554.51,$50000.00,Home Improvement,Employed,36,10.52%,approved,Clothing transaction of $210.23 at Davis Group
18,Doctor,Medium,Speculation,$88170.92,"8587 Torres Wall Suite 042
Wallaceshire, OH 46769",$69382.81,$28051.25,$9325.99,$10811.99,$1623.98,$7280.14,$39243.54,Auto Purchase,Employed,48,9.76%,approved,"Payment of $1197.94 at Mcbride, Ortiz and Jones"
64,Lawyer,Medium,Growth,$96055.93,"6531 Thompson Ville Apt. 561
Benjaminside, OR 39991",$100000.00,$22088.09,$7344.16,$15185.41,$3117.07,$7644.00,$50000.00,Debt Consolidation,Self-Employed,12,11.45%,approved,Suspicious purchase of $2650.23 at Savage LLC
28,Teacher,High,Growth,$100556.69,"8026 Heather Isle
Powellchester, NC 56670",$100000.00,$43875.26,$6587.30,$17836.64,$1803.60,$18040.69,$50000.00,Home Improvement,Unemployed,36,11.80%,rejected,Groceries transaction of $2934.63 at Mack-Smith
73,Doctor,Low,Speculation,$84065.32,"44068 Anthony Ports Suite 148
West Megan, NE 25146",$49788.36,$19757.97,$4180.48,$7127.74,$2055.17,$6228.53,$50000.00,Small Business,Unemployed,36,14.67%,rejected,$4174.45 debited for Young PLC purchase
44,Lawyer,High,Wealth Preservation,$61231.26,"PSC 9341, Box 6574
APO AP 48424",$100000.00,$23578.68,$13029.97,$19967.73,$3425.44,$5030.78,$46213.81,Medical Expenses,Employed,36,12.81%,pending,Payment of $1899.16 at Brown-Cunningham
35,Teacher,Low,Income Generation,$59438.48,"071 Lance Land
Lowemouth, AK 44876",$100000.00,$23524.32,$6543.23,$6131.81,$264.54,$19003.68,$50000.00,Home Improvement,Employed,24,10.89%,approved,Unusual transaction at Mosley-Alexander for $3106.81
52,Student,Medium,Wealth Preservation,$103575.16,"049 Ramirez Junction
West Franciscoborough, OH 71989",$100000.00,$33711.42,$22312.56,$19289.89,$745.36,$11423.86,$20757.00,Auto Purchase,Self-Employed,12,7.38%,approved,Unusual transaction at Lopez Inc for $3448.13
66,Artist,Low,Wealth Preservation,$86903.17,"834 Wagner Wells Suite 435
Port Charlesshire, IL 06742",$63233.02,$27003.99,$10274.07,$10058.56,$3010.86,$4701.83,$50000.00,Home Improvement,Employed,60,13.44%,pending,Fraudulent activity detected at Wheeler and Sons for $3428.26
48,Engineer,Medium,Wealth Preservation,$106586.61,"4354 Sean Park
North Meganborough, FL 23308",$100000.00,$42343.83,$8856.78,$22571.44,$3080.33,$11262.84,$50000.00,Medical Expenses,Retired,36,14.12%,pending,Purchase at Medina-Williams for $1752.33 on 2024-05-22
39,Artist,Medium,Speculation,$68888.90,"69576 James Keys
Robertbury, AR 33842",$13882.67,$5594.62,$1626.42,$3452.09,$155.47,$1689.61,$13433.11,Home Improvement,Employed,60,6.52%,approved,"Payment of $3390.11 at Weber, Parrish and Day"
36,Student,Low,Wealth Preservation,$47587.50,"4165 Hill Summit Suite 997
Johnsonfurt, VI 79366",$19982.94,$5539.78,$1381.84,$3216.48,$787.73,$2948.17,$50000.00,Home Improvement,Retired,48,9.30%,approved,$2991.29 spent at White-Cabrera on 2024-07-03
65,Lawyer,High,Speculation,$83386.39,"599 Walter Highway
Gillton, CO 84202",$23378.00,$5272.79,$6356.13,$4600.20,$1066.38,$8932.04,$18775.33,Debt Consolidation,Unemployed,24,10.57%,pending,"$1740.21 debited for Hill, Hayden and Elliott purchase"
79,Student,Low,Growth,$84488.04,"447 Trujillo Field Apt. 993
West April, NH 74281",$100000.00,$39637.02,$14962.47,$16147.99,$3132.07,$7184.73,$18284.47,Auto Purchase,Employed,24,7.56%,approved,"Suspicious purchase of $1979.01 at Evans, Olson and Martinez"
69,Retiree,Medium,Income Generation,$85116.28,"PSC 9202, Box 6328
APO AP 83410",$100000.00,$22982.06,$21105.82,$18762.49,$1359.28,$13678.28,$50000.00,Small Business,Self-Employed,24,13.62%,rejected,"Fraudulent activity detected at Wright, Combs and Ward for $158.99"
74,Doctor,Medium,Wealth Preservation,$58929.88,"74941 Juan Cliff
Annatown, KY 19874",$34273.84,$5630.76,$4288.80,$2720.48,$762.67,$4492.52,$37540.75,Debt Consolidation,Self-Employed,12,12.79%,pending,$3489.66 spent at Frederick-Hines on 2024-07-13
74,Engineer,High,Speculation,$20148.08,"70504 Jason Pass Apt. 726
Robertport, MD 42656",$8744.90,$2103.74,$1726.68,$1730.08,$107.26,$2705.95,$10874.35,Medical Expenses,Retired,12,8.07%,rejected,"Unusual transaction at Wall, Ibarra and Martin for $1514.71"
35,Teacher,High,Wealth Preservation,$25894.73,"936 Donald Way
Elliottfort, NM 26133",$11308.26,$2927.78,$2173.59,$586.76,$57.35,$2319.07,$25592.73,Home Improvement,Self-Employed,12,11.61%,rejected,Transaction at Rodriguez and Sons for $1893.09
71,Retiree,Low,Wealth Preservation,$59453.83,"876 Dawson Mall Suite 177
South Jamesmouth, SC 94872",$33258.64,$12001.38,$3910.23,$7523.07,$950.06,$2339.91,$50000.00,Auto Purchase,Self-Employed,24,11.63%,rejected,Clothing transaction of $3851.08 at Roach-Flores
56,Teacher,Medium,Wealth Preservation,$43922.32,"4780 Mendoza Fork Apt. 790
New Ryanmouth, NJ 49145",$74546.59,$33740.05,$16049.36,$17803.17,$4803.98,$7228.00,$36228.05,Small Business,Retired,60,13.06%,pending,Large amount of $2505.52 spent at White-Acosta
79,Student,High,Growth,$74924.50,"29726 Timothy Crossing
Mccartyview, IN 12631",$38129.58,$16395.77,$4425.97,$7141.88,$2124.62,$8563.22,$50000.00,Small Business,Unemployed,36,11.37%,approved,Purchase at Skinner Group for $899.88 on 2024-03-29
69,Student,Low,Income Generation,$90832.91,"2257 Johnson Junctions Apt. 907
Morachester, SD 67151",$100000.00,$17075.00,$11036.55,$24246.36,$5620.36,$15801.71,$50000.00,Home Improvement,Employed,24,9.94%,approved,Purchase at Carlson LLC for $1917.53 on 2024-05-29
54,Lawyer,Low,Income Generation,$23437.74,"7201 Seth Route Suite 674
South Christopherhaven, IN 98280",$35550.91,$14294.22,$2350.78,$4873.28,$599.23,$5213.67,$27808.64,Medical Expenses,Self-Employed,36,7.93%,approved,Payment of $3551.60 at Proctor-Hampton
34,Artist,Medium,Speculation,$92493.71,"50754 Jensen Stravenue
New Heather, VI 85560",$100000.00,$14118.93,$20017.22,$6818.21,$2000.27,$8177.13,$20846.57,Medical Expenses,Self-Employed,36,8.93%,pending,"Payment of $2077.95 at Schneider, Aguilar and Nash"
19,Engineer,High,Wealth Preservation,$41253.45,"8861 Sims Green Suite 716
Schneiderside, AR 53535",$38564.64,$5275.93,$10422.22,$9093.44,$1070.88,$4513.54,$6450.25,Medical Expenses,Retired,24,9.05%,pending,Transaction at Thomas-Norris for $2607.32
36,Retiree,Low,Speculation,$52132.43,"088 Darrell Viaduct
New Masonfort, NJ 47290",$76753.37,$36290.51,$5383.32,$13808.53,$3023.06,$13370.95,$24458.35,Medical Expenses,Employed,48,10.17%,rejected,"$1935.32 spent at Mata, Mann and Webb on 2024-04-17"
76,Lawyer,High,Income Generation,$10864.99,"6783 Greene Mission
West Shane, MP 65155",$18214.27,$6253.99,$3967.54,$2308.39,$497.23,$4803.66,$5261.51,Small Business,Retired,12,7.65%,pending,"$1513.73 spent at Clark, Smith and Allen on 2024-07-24"
73,Engineer,High,Wealth Preservation,$119531.00,"190 William Manors Suite 624
Melissaport, NY 89243",$100000.00,$44481.39,$22885.83,$5971.16,$254.24,$36306.77,$50000.00,Medical Expenses,Self-Employed,24,13.70%,rejected,Payment of $730.68 at Delacruz-Morris
42,Artist,Medium,Wealth Preservation,$80079.49,"98485 Johnston Glen Suite 109
Parkerchester, OH 70865",$93479.61,$16719.84,$21873.58,$22022.41,$852.12,$5771.58,$12280.40,Small Business,Unemployed,48,7.07%,approved,$4285.06 debited for Rose-York purchase
43,Lawyer,Medium,Wealth Preservation,$99811.33,"683 Baird Viaduct
South Lawrence, NC 01783",$87730.30,$35636.48,$14424.25,$6464.96,$1448.52,$16237.79,$50000.00,Medical Expenses,Unemployed,48,10.56%,approved,$3450.17 spent at Jenkins PLC on 2024-08-02
72,Doctor,Medium,Speculation,$64566.15,"673 Mcguire Junction
Scotthaven, OK 99856",$100000.00,$44595.68,$21651.15,$12583.34,$1189.22,$18990.18,$50000.00,Debt Consolidation,Retired,48,12.83%,pending,"Travel transaction of $1159.59 at May, Dixon and Stuart"
45,Doctor,Medium,Wealth Preservation,$37827.95,"1269 Strickland Ville Suite 594
Patrickshire, WY 77362",$40587.63,$11414.62,$9190.83,$9589.26,$2715.10,$2997.85,$42065.82,Medical Expenses,Self-Employed,60,8.98%,approved,Purchase at Gibson PLC for $2078.31 on 2024-03-11
83,Artist,Low,Wealth Preservation,$73839.90,"672 Angela Alley Apt. 760
West Matthew, NE 55866",$100000.00,$30304.12,$21331.92,$20854.21,$6206.39,$19529.50,$50000.00,Medical Expenses,Unemployed,12,10.58%,approved,$2985.72 debited for James-Welch purchase
26,Engineer,Medium,Growth,$52591.69,"723 Kelly Curve Apt. 056
Kathyside, NY 18929",$10609.65,$5270.83,$1571.75,$1611.76,$24.69,$1973.32,$50000.00,Debt Consolidation,Employed,60,12.05%,rejected,$2960.87 spent at Wong-Jones on 2024-02-07
65,Engineer,Low,Income Generation,$61499.90,"5512 John Tunnel
West Cameronville, GA 98319",$93419.94,$22194.44,$20936.31,$11371.16,$671.03,$12987.60,$50000.00,Home Improvement,Employed,60,12.69%,rejected,"Unusual transaction at Chang, Williams and Williams for $3284.10"
25,Retiree,Low,Income Generation,$57186.48,"41963 Nolan Ports Suite 317
West Paulchester, SD 56025",$53575.79,$22145.94,$4900.57,$4319.76,$285.25,$9063.88,$50000.00,Home Improvement,Unemployed,12,9.54%,approved,"Purchase at Johnson, Forbes and Bass for $1612.13 on 2024-01-21"
83,Engineer,High,Speculation,$84144.37,"1778 Brian Burg
Michelleshire, OH 37453",$56906.15,$19534.84,$8731.70,$14149.40,$2502.04,$19124.77,$50000.00,Small Business,Self-Employed,60,12.35%,pending,Unusual transaction at Thornton-Bradley for $4399.02
54,Engineer,High,Wealth Preservation,$93819.97,"3355 Coleman Cliffs
North Jessica, NV 42017",$58523.55,$19873.10,$10230.62,$7356.07,$903.62,$21736.76,$50000.00,Auto Purchase,Unemployed,24,10.87%,approved,"Payment of $130.51 at Roth, Miranda and Logan"
65,Lawyer,High,Growth,$31627.06,"PSC 1749, Box 1522
APO AP 82910",$11932.15,$3160.50,$2310.10,$2771.92,$549.74,$1742.60,$11787.23,Debt Consolidation,Employed,60,10.25%,pending,$2902.20 debited for Edwards Group purchase
34,Doctor,Low,Speculation,$57933.77,"3845 Melissa Ranch
Anthonyport, NV 02958",$69712.63,$30943.30,$14513.71,$17220.08,$1191.09,$8068.98,$50000.00,Home Improvement,Retired,36,9.44%,approved,Clothing transaction of $1089.91 at Austin-Griffin
31,Artist,Low,Growth,$40940.82,"6077 James Crescent
Taylorport, DE 12252",$5218.65,$1203.37,$1170.20,$699.90,$140.09,$644.92,$49963.37,Medical Expenses,Employed,36,13.76%,rejected,Payment of $3076.56 at Garcia PLC
52,Artist,High,Growth,$87621.20,"726 Brown Place Apt. 778
South Jonathonborough, FL 61159",$100000.00,$27544.93,$22216.23,$15925.09,$4648.58,$16498.18,$50000.00,Home Improvement,Self-Employed,48,10.83%,approved,"Electronics transaction of $972.72 at Allen, Martin and Irwin"
19,Artist,Medium,Income Generation,$36337.89,"1441 Santana Springs
East Robertfort, KS 31636",$71072.19,$9217.08,$3908.11,$8690.21,$2280.49,$9786.07,$33270.05,Small Business,Employed,24,12.52%,rejected,Fraudulent activity detected at Keller PLC for $4122.98
39,Artist,High,Income Generation,$120853.60,"075 Yates Crossroad Suite 673
Seanside, ND 98135",$78585.06,$28195.02,$16541.67,$10635.27,$1153.69,$28566.92,$50000.00,Auto Purchase,Employed,24,9.66%,approved,$185.61 spent at Butler Group on 2024-01-04
25,Lawyer,High,Growth,$31945.40,"88198 Padilla Fall Apt. 018
West Jamesshire, FL 02320",$31857.46,$11246.73,$6026.16,$7936.02,$2151.06,$12626.51,$45457.73,Debt Consolidation,Self-Employed,48,9.90%,approved,Clothing transaction of $2998.57 at Todd Ltd
40,Retiree,Low,Speculation,$52548.18,"2182 Nash Valley Apt. 210
North Christianland, AK 27520",$100000.00,$18009.22,$28071.44,$14448.09,$1661.88,$8564.55,$23866.54,Auto Purchase,Retired,12,8.68%,approved,"$4275.08 debited for Taylor, Kirk and Williams purchase"
47,Lawyer,Medium,Wealth Preservation,$30594.34,"397 Nicholas Track
Campbellfort, NY 78187",$17370.60,$3717.56,$3384.08,$2099.39,$30.63,$3393.63,$26285.89,Debt Consolidation,Unemployed,12,8.35%,approved,$4161.82 debited for Freeman Inc purchase
67,Artist,Medium,Growth,$20951.06,"08450 Fisher Hill Suite 388
Lake Richardberg, MI 93677",$23045.01,$8421.93,$3714.55,$5457.98,$357.76,$4296.12,$27655.62,Debt Consolidation,Employed,12,11.63%,pending,"Transaction at Lloyd, Jones and Collier for $2829.21"
45,Doctor,Low,Speculation,$53328.26,"02904 Raymond Bridge Apt. 086
Blackview, OK 14803",$30253.18,$4305.04,$4098.92,$7217.63,$674.71,$5483.09,$12624.21,Small Business,Retired,24,6.52%,approved,Fraudulent activity detected at Harrington Group for $2056.03
18,Retiree,High,Growth,$125277.25,"PSC 5410, Box 3109
APO AE 39071",$100000.00,$41964.55,$13020.30,$8087.36,$2043.18,$32307.10,$50000.00,Home Improvement,Employed,24,9.12%,approved,"Suspicious purchase of $4928.51 at Landry, Ortega and Sanchez"
53,Artist,High,Growth,$8348.91,"2501 Lopez Parkways Suite 826
Whitechester, AZ 40973",$11369.05,$3341.08,$1285.67,$1650.97,$189.92,$4237.61,$5000.00,Home Improvement,Retired,24,6.34%,approved,$2695.18 debited for Glenn LLC purchase
32,Retiree,High,Wealth Preservation,$53862.78,"2429 Andrew Prairie
New Williamside, KS 09939",$28950.52,$3879.92,$2524.69,$4482.40,$929.72,$3330.55,$50000.00,Small Business,Self-Employed,60,14.09%,rejected,"$1278.47 spent at Shepard, Nelson and Santana on 2024-05-27"
55,Student,Medium,Growth,$71593.90,"9580 Estes Viaduct Suite 249
Duranton, ID 65370",$100000.00,$45655.05,$20090.69,$11795.03,$3419.54,$18764.08,$50000.00,Auto Purchase,Retired,24,12.87%,rejected,"Fraudulent activity detected at Jackson, Ford and Smith for $2879.10"
71,Doctor,Medium,Income Generation,$58085.47,"28827 Brown Coves
East Vincenthaven, NV 61058",$37775.95,$9050.94,$9020.44,$2171.83,$620.78,$3280.55,$41622.49,Home Improvement,Retired,24,8.27%,approved,Transaction at Blake Ltd for $2873.25
49,Student,Low,Wealth Preservation,$103834.77,"407 Brown Lodge Apt. 325
Bowerstown, WI 75347",$15574.53,$3448.36,$3770.48,$2856.84,$0.04,$1074.98,$26921.37,Small Business,Self-Employed,48,7.87%,approved,Payment of $249.17 at Smith-Johnson
44,Artist,Low,Speculation,$87723.71,"USS Higgins
FPO AP 54188",$79404.65,$22061.86,$15715.40,$19466.76,$5021.13,$8305.07,$50000.00,Medical Expenses,Employed,60,11.64%,rejected,$4102.98 debited for Richardson-Edwards purchase
31,Doctor,Medium,Speculation,$69186.93,"58004 Kathy Spur
East David, ME 29758",$91155.17,$13125.02,$11541.75,$9221.63,$1634.93,$11893.18,$50000.00,Home Improvement,Self-Employed,36,12.79%,rejected,Purchase at Gould and Sons for $541.07 on 2024-06-13
31,Teacher,High,Income Generation,$78882.58,"9309 Randy Square
Port Krististad, VT 47978",$26424.65,$4991.35,$5234.13,$1355.30,$13.65,$10385.92,$50000.00,Small Business,Employed,48,10.45%,approved,Transaction at Martin Group for $2527.40
